symbol,date,open,high,low,close,volume
AAPL,2026-07-09,201.02,202.16,200.46,201.46,52101086
AAPL,2026-07-10,199.61,200.64,198.36,199.12,49485300
AAPL,2026-07-13,201.33,204.01,199.56,202.05,72238995
AAPL,2026-07-14,200.66,201.64,198.34,200.41,67633513
AAPL,2026-07-15,203.12,205.68,202.04,204.05,73345291
AAPL,2026-07-16,203.54,204.73,201.66,202.72,35037388
AAPL,2026-07-17,203.85,205.81,202.19,202.84,44779927
AAPL,2026-07-20,203.59,204.32,202.74,203.08,56943537
AAPL,2026-07-21,198.7,199.32,197.63,198.51,48608992
AAPL,2026-07-22,202.54,203.95,200.27,202.41,42191557
AAPL,2026-07-23,203.85,204.85,203.72,204.47,39282315
AAPL,2026-07-24,208.56,209.69,206.78,208.77,39154050
AAPL,2026-07-27,213.78,215.19,212.04,213.58,28089041
AAPL,2026-07-28,213.91,214.66,212.68,213.93,73901791
AAPL,2026-07-29,206.87,207.65,206.52,207.4,27042521
AAPL,2026-07-30,206.8,208.01,206.5,207.22,39011700
AAPL,2026-07-31,206.44,207.62,206.26,207.13,29291428
AAPL,2026-08-03,209.75,210.42,209.49,210.2,45342832
AAPL,2026-08-04,208.91,209.08,207.1,208.56,54534521
AAPL,2026-08-05,205.31,206.28,204.76,204.92,35228270
AAPL,2026-08-06,206.55,207.43,205.9,206.91,54004012
AAPL,2026-08-07,209.31,210.56,209.16,209.37,33884031
AAPL,2026-08-10,211.34,211.62,210.41,211.28,49293949
AAPL,2026-08-11,212.06,212.94,211.94,212.37,37714354
AAPL,2026-08-12,210.86,211.56,209.63,210.42,63404418
AAPL,2026-08-13,206.37,208.12,205.27,207.11,60999171
AAPL,2026-08-14,203.8,204.94,202.95,203.99,39585319
AAPL,2026-08-17,203.79,204.5,203.15,203.51,28407252
AAPL,2026-08-18,201.36,201.92,200.24,201.63,24412856
AAPL,2026-08-19,200.09,202.07,199.79,200.25,41882057
AAPL,2026-08-20,198.83,199.96,197.91,198.62,51438697
AAPL,2026-08-21,201.35,201.69,200.45,200.97,43399004
AAPL,2026-08-24,196.29,196.68,195.48,196.17,28489949
AAPL,2026-08-25,196.46,196.65,195.75,196.41,27392807
AAPL,2026-08-26,199.72,200.78,198.62,199.47,45936690
AAPL,2026-08-27,197.59,199.38,196.21,197.84,73076480
AAPL,2026-08-28,198.22,199.31,196.28,199.04,51596021
AAPL,2026-08-31,196.47,199.28,195.9,197.34,29001076
AAPL,2026-09-01,198.65,199.47,196.75,198.61,41584480
AAPL,2026-09-02,197.31,198.41,196.16,197.45,36575783
AAPL,2026-09-03,198.13,198.7,196.84,197.6,69855966
AAPL,2026-09-04,201.9,204.58,200.59,202.67,38419808
AAPL,2026-09-07,203.87,205.68,202.19,203.8,28342118
AAPL,2026-09-08,202.27,203.75,202.12,202.63,51343932
AAPL,2026-09-09,204.68,204.94,202.89,204.19,27011876
AAPL,2026-09-10,205.8,206.13,204.87,205.32,59723891
AAPL,2026-09-11,208.19,208.81,207.29,208.1,29987874
AAPL,2026-09-14,212.64,213.72,211.21,212.43,72100583
AAPL,2026-09-15,213.63,213.76,211.84,213.43,71266505
AAPL,2026-09-16,210.31,212.09,208.55,209.93,28389647
AAPL,2026-09-17,216.36,217.92,214.42,215.97,44796165
AAPL,2026-09-18,220.97,221.91,220.21,220.43,70646303
MSFT,2026-03-23,400.15,400.84,398.8,400.53,64156939
MSFT,2026-03-24,407.01,408.07,406.01,407.31,70592058
MSFT,2026-03-25,399.42,400.68,397.41,399.63,27747136
MSFT,2026-03-26,392.06,393.12,389.89,392.07,39931664
MSFT,2026-03-27,403.43,403.83,401.41,403.14,28176450
MSFT,2026-03-30,408.82,413.34,407.16,410.15,52746175
MSFT,2026-03-31,411.43,412.02,409.89,410.44,22010231
MSFT,2026-04-01,410.72,411.04,407.84,410.5,44930885
MSFT,2026-04-02,394.57,395.14,393.73,394.38,67398209
MSFT,2026-04-03,400.39,402.48,397.09,401.03,42480379
MSFT,2026-04-06,406.35,407.37,405.08,406.86,21084079
MSFT,2026-04-07,415.46,415.92,413.41,414.83,33100052
MSFT,2026-04-08,415.06,418.63,411.78,413.54,56744682
MSFT,2026-04-09,410.91,413.64,410.78,411.42,24702969
MSFT,2026-04-10,414.91,417.56,412.47,413.64,34268288
MSFT,2026-04-13,406.36,407.26,404.12,406.08,42517640
MSFT,2026-04-14,394.85,397.0,393.13,393.61,67765738
MSFT,2026-04-15,405.18,407.96,402.29,403.82,21235811
MSFT,2026-04-16,404.92,406.52,401.59,405.88,74142119
MSFT,2026-04-17,394.5,396.73,394.34,395.68,70286434
MSFT,2026-04-20,397.18,398.98,394.77,397.04,31353169
MSFT,2026-04-21,390.76,393.03,389.18,391.41,52857720
MSFT,2026-04-22,402.36,403.41,400.41,401.38,48540473
MSFT,2026-04-23,407.05,409.13,406.8,407.69,53173366
MSFT,2026-04-24,403.76,406.17,402.87,404.15,51152255
MSFT,2026-04-27,396.39,399.6,393.3,395.83,31821720
MSFT,2026-04-28,392.95,394.18,389.9,392.61,25862903
MSFT,2026-04-29,393.98,395.03,392.11,393.52,43915503
MSFT,2026-04-30,398.78,400.09,395.17,397.9,39853564
MSFT,2026-05-01,395.6,395.97,392.77,394.74,44530317
MSFT,2026-05-04,397.1,401.0,392.79,395.99,58075211
MSFT,2026-05-05,387.07,390.62,385.95,388.26,74321740
MSFT,2026-05-06,391.11,393.3,390.77,390.95,58358114
MSFT,2026-05-07,393.55,396.26,389.72,392.36,46081781
MSFT,2026-05-08,393.67,393.87,390.98,392.73,32650486
MSFT,2026-05-11,392.18,394.64,391.38,393.1,59862172
MSFT,2026-05-12,393.25,394.48,389.88,392.19,68728776
MSFT,2026-05-13,388.76,390.0,385.35,389.8,21169817
MSFT,2026-05-14,391.98,397.01,388.65,390.48,62195355
MSFT,2026-05-15,396.85,398.93,394.08,396.92,74124590
MSFT,2026-05-18,395.23,396.08,394.02,394.46,39504218
MSFT,2026-05-19,402.7,403.98,402.49,403.26,20983066
MSFT,2026-05-20,403.81,404.56,400.3,403.25,63248975
MSFT,2026-05-21,404.7,406.69,402.75,404.87,45707083
MSFT,2026-05-22,396.85,403.18,393.42,398.25,53425523
MSFT,2026-05-25,399.78,401.44,398.92,400.74,30254104
MSFT,2026-05-26,398.02,399.76,395.29,397.1,74719930
MSFT,2026-05-27,404.14,406.2,402.47,404.39,28464274
MSFT,2026-05-28,401.33,402.87,399.73,401.24,25031776
MSFT,2026-05-29,404.12,405.96,399.82,405.25,72560832
MSFT,2026-06-01,407.39,407.83,405.48,407.19,40497868
MSFT,2026-06-02,410.03,411.4,409.13,409.44,32110076
MSFT,2026-06-03,406.44,408.79,403.6,406.46,65357453
MSFT,2026-06-04,408.56,410.28,407.16,408.03,68324649
MSFT,2026-06-05,413.58,416.96,407.87,411.85,58360930
MSFT,2026-06-08,419.39,422.52,418.16,418.9,68447891
MSFT,2026-06-09,418.77,419.32,415.65,418.06,65767379
MSFT,2026-06-10,417.45,420.27,415.24,419.19,73965239
MSFT,2026-06-11,411.01,414.13,410.34,410.85,61856534
MSFT,2026-06-12,417.34,418.65,413.31,415.65,71261545
MSFT,2026-06-15,413.66,413.94,411.41,413.08,39023568
MSFT,2026-06-16,412.71,417.92,408.89,414.49,73288282
MSFT,2026-06-17,409.13,411.42,407.64,411.22,46875375
MSFT,2026-06-18,414.57,416.61,412.46,413.75,74841847
MSFT,2026-06-19,405.66,407.3,404.38,404.97,24530957
MSFT,2026-06-22,392.46,393.66,387.88,391.82,28308184
MSFT,2026-06-23,396.28,397.62,394.88,395.84,74118770
MSFT,2026-06-24,396.7,397.51,394.69,395.44,21712374
MSFT,2026-06-25,388.09,392.85,387.12,388.22,67774274
MSFT,2026-06-26,398.03,401.82,393.4,396.82,54442117
MSFT,2026-06-29,398.1,398.81,397.44,398.19,57706090
MSFT,2026-06-30,401.65,404.27,401.35,402.62,52008427
MSFT,2026-07-01,407.77,408.03,407.47,407.9,41587145
MSFT,2026-07-02,404.45,405.52,401.7,404.11,67306731
MSFT,2026-07-03,399.72,400.18,397.11,398.45,53998565
MSFT,2026-07-06,398.62,398.76,396.92,398.37,48474140
MSFT,2026-07-07,396.3,397.89,395.97,397.09,51214746
MSFT,2026-07-08,394.48,395.39,392.44,393.22,25751231
MSFT,2026-07-09,402.49,402.68,400.62,401.68,58998328
MSFT,2026-07-10,408.47,412.34,405.75,407.45,64815381
MSFT,2026-07-13,416.18,417.98,413.24,415.7,24489649
MSFT,2026-07-14,416.65,417.54,414.93,417.14,32056769
MSFT,2026-07-15,420.62,422.92,417.68,420.62,32565010
MSFT,2026-07-16,419.7,423.14,416.09,417.21,57412553
MSFT,2026-07-17,416.9,420.48,413.72,415.81,39026424
MSFT,2026-07-20,407.1,407.32,402.96,405.61,51827147
MSFT,2026-07-21,417.35,420.47,414.55,416.06,35225528
MSFT,2026-07-22,414.98,415.86,410.98,413.4,54735812
MSFT,2026-07-23,411.47,412.32,408.64,409.73,73426730
MSFT,2026-07-24,413.21,414.43,411.7,412.37,67891244
MSFT,2026-07-27,417.63,418.21,416.11,417.35,73317677
MSFT,2026-07-28,400.14,401.07,397.65,399.72,27198051
MSFT,2026-07-29,398.54,400.16,397.15,399.64,38535174
MSFT,2026-07-30,402.38,403.93,399.47,402.7,58872746
MSFT,2026-07-31,401.24,402.52,399.85,400.8,66429374
MSFT,2026-08-03,399.29,403.27,397.88,398.9,26155579
MSFT,2026-08-04,400.25,400.49,398.14,398.67,44870946
MSFT,2026-08-05,397.72,401.24,397.42,398.65,28158876
MSFT,2026-08-06,404.38,406.06,402.06,404.33,27680819
MSFT,2026-08-07,406.27,407.97,405.82,406.63,57038783
MSFT,2026-08-10,401.48,406.37,397.45,403.03,71953782
MSFT,2026-08-11,414.79,417.4,411.18,414.8,51383536
MSFT,2026-08-12,422.28,423.33,420.22,421.89,25862616
MSFT,2026-08-13,431.63,431.92,425.65,429.61,42379937
MSFT,2026-08-14,432.78,436.07,430.33,431.89,37986823
MSFT,2026-08-17,436.1,439.24,431.56,434.84,43957082
MSFT,2026-08-18,432.28,435.34,430.88,434.08,41789498
MSFT,2026-08-19,434.65,437.05,433.58,435.12,40528848
MSFT,2026-08-20,445.91,447.6,442.51,446.05,48549498
MSFT,2026-08-21,451.41,454.27,450.05,453.03,41935252
MSFT,2026-08-24,461.23,464.4,457.39,460.21,72553803
MSFT,2026-08-25,476.73,477.39,475.52,477.28,69391680
MSFT,2026-08-26,479.12,479.87,477.97,478.26,46722946
MSFT,2026-08-27,477.48,478.94,475.33,478.05,49653870
MSFT,2026-08-28,483.91,486.7,483.3,484.88,29963214
MSFT,2026-08-31,472.38,475.92,469.42,473.7,25878230
MSFT,2026-09-01,462.53,466.76,459.67,462.62,22387689
MSFT,2026-09-02,467.69,470.12,462.64,465.9,68631355
MSFT,2026-09-03,460.88,464.51,457.37,461.23,39438175
MSFT,2026-09-04,457.6,458.38,454.74,456.87,43305603
MSFT,2026-09-07,452.3,454.84,451.56,452.49,60528055
MSFT,2026-09-08,453.26,455.15,453.05,454.61,55308432
MSFT,2026-09-09,461.13,462.97,459.81,461.41,74328203
MSFT,2026-09-10,477.37,478.33,475.93,476.94,59467877
MSFT,2026-09-11,480.11,481.57,477.68,481.25,30552702
MSFT,2026-09-14,492.45,494.33,492.16,493.24,48548288
MSFT,2026-09-15,495.95,498.57,493.58,495.22,38315105
MSFT,2026-09-16,485.93,488.67,481.58,483.91,60185778
MSFT,2026-09-17,480.73,481.46,476.44,479.03,31051352
MSFT,2026-09-18,477.41,480.56,474.64,478.87,39116433
GOOGL,2026-03-23,161.94,163.9,161.42,162.7,74586592
GOOGL,2026-03-24,164.38,166.8,162.73,164.27,54297212
GOOGL,2026-03-25,165.23,166.23,163.9,164.82,21988820
GOOGL,2026-03-26,163.76,164.78,163.53,164.14,71532680
GOOGL,2026-03-27,159.61,160.82,158.64,159.7,70566558
GOOGL,2026-03-30,161.98,163.69,160.5,161.0,71182736
GOOGL,2026-03-31,161.94,163.48,159.84,161.28,63451673
GOOGL,2026-04-01,160.44,161.83,160.08,161.12,58222309
GOOGL,2026-04-02,162.0,162.39,159.29,161.27,70751645
GOOGL,2026-04-03,161.54,163.07,160.9,161.33,47641134
GOOGL,2026-04-06,158.08,158.97,157.76,158.83,72971331
GOOGL,2026-04-07,159.16,160.12,157.46,158.18,47837802
GOOGL,2026-04-08,155.38,157.48,153.86,156.03,28361366
GOOGL,2026-04-09,156.09,156.66,155.61,155.77,74717647
GOOGL,2026-04-10,155.42,156.7,154.97,156.2,36680133
GOOGL,2026-04-13,155.72,155.89,154.82,155.49,74818326
GOOGL,2026-04-14,156.78,157.68,155.84,156.58,27189070
GOOGL,2026-04-15,159.32,160.08,158.24,159.46,42777136
GOOGL,2026-04-16,159.59,161.95,158.32,160.83,21055575
GOOGL,2026-04-17,163.14,163.43,161.88,162.74,31836102
GOOGL,2026-04-20,162.85,163.46,161.74,162.79,25394541
GOOGL,2026-04-21,163.59,164.99,162.11,164.28,46180997
GOOGL,2026-04-22,161.53,163.25,159.15,160.99,63279686
GOOGL,2026-04-23,157.48,158.25,156.68,157.17,66247936
GOOGL,2026-04-24,163.25,164.76,160.87,162.33,23665862
GOOGL,2026-04-27,160.23,162.47,159.14,160.94,57412527
GOOGL,2026-04-28,159.58,161.24,158.71,160.14,39428827
GOOGL,2026-04-29,160.42,161.92,159.33,160.66,30185756
GOOGL,2026-04-30,162.87,163.82,161.39,163.6,36249462
GOOGL,2026-05-01,165.76,166.79,164.84,165.45,26676252
GOOGL,2026-05-04,168.89,169.08,166.61,168.82,63929280
GOOGL,2026-05-05,171.08,172.07,169.35,170.32,61144024
GOOGL,2026-05-06,171.58,172.95,171.22,171.78,40469186
GOOGL,2026-05-07,174.51,175.81,172.75,174.63,33238099
GOOGL,2026-05-08,174.54,175.4,171.85,174.14,67375349
GOOGL,2026-05-11,174.63,175.38,171.44,173.5,45329672
GOOGL,2026-05-12,175.26,175.8,173.43,174.86,74156835
GOOGL,2026-05-13,175.57,177.44,175.1,176.88,59928895
GOOGL,2026-05-14,176.25,177.75,174.43,175.56,52469122
GOOGL,2026-05-15,176.79,178.38,175.37,177.2,68032760
GOOGL,2026-05-18,180.66,180.82,180.26,180.71,59955394
GOOGL,2026-05-19,181.43,183.89,179.02,182.63,31221959
GOOGL,2026-05-20,186.6,188.15,184.83,187.29,50482458
GOOGL,2026-05-21,188.76,188.89,187.72,188.5,31136430
GOOGL,2026-05-22,187.67,188.82,186.21,188.25,74798388
GOOGL,2026-05-25,189.44,190.81,187.89,189.53,52617438
GOOGL,2026-05-26,184.4,187.11,183.49,185.59,63680853
GOOGL,2026-05-27,180.89,181.51,179.98,180.78,23566947
GOOGL,2026-05-28,185.27,186.74,183.33,185.05,34840139
GOOGL,2026-05-29,190.71,191.01,190.46,190.71,38383107
GOOGL,2026-06-01,192.85,194.04,192.34,192.8,38050601
GOOGL,2026-06-02,194.89,196.15,193.73,195.66,60461471
GOOGL,2026-06-03,193.4,193.76,191.76,192.75,66189125
GOOGL,2026-06-04,198.34,199.42,197.8,198.21,39922949
GOOGL,2026-06-05,199.43,199.92,197.99,198.73,68000163
GOOGL,2026-06-08,192.71,195.73,191.43,193.56,46563287
GOOGL,2026-06-09,194.0,195.46,193.19,193.57,53562383
GOOGL,2026-06-10,199.14,200.01,197.6,198.82,23792690
GOOGL,2026-06-11,198.23,200.01,197.77,198.62,34957234
GOOGL,2026-06-12,197.98,200.09,197.72,198.11,46816415
GOOGL,2026-06-15,191.68,191.81,189.85,191.0,72986693
GOOGL,2026-06-16,194.56,194.77,192.69,193.63,34308678
GOOGL,2026-06-17,196.13,196.83,194.68,196.04,53468999
GOOGL,2026-06-18,191.79,192.79,191.33,192.45,33803166
GOOGL,2026-06-19,192.33,194.9,190.82,193.12,23721759
GOOGL,2026-06-22,196.65,196.94,195.38,196.55,46658295
GOOGL,2026-06-23,197.76,199.22,196.66,197.93,23425020
GOOGL,2026-06-24,201.33,202.31,200.51,200.71,63245300
GOOGL,2026-06-25,198.64,199.9,197.9,198.87,31268470
GOOGL,2026-06-26,197.63,200.04,195.85,196.58,44818163
GOOGL,2026-06-29,199.28,199.6,197.88,199.29,65215673
GOOGL,2026-06-30,199.64,201.34,198.72,199.15,48783129
GOOGL,2026-07-01,202.29,204.03,201.09,202.0,70329953
GOOGL,2026-07-02,199.37,201.54,197.71,200.08,37421892
GOOGL,2026-07-03,199.71,200.64,198.88,199.17,44217788
GOOGL,2026-07-06,197.14,200.04,195.33,198.06,47786372
GOOGL,2026-07-07,198.43,200.35,197.35,197.93,68506026
GOOGL,2026-07-08,198.74,199.49,197.66,199.37,49006979
GOOGL,2026-07-09,201.47,201.77,200.19,201.2,65048493
GOOGL,2026-07-10,202.72,203.44,201.25,202.29,65190029
GOOGL,2026-07-13,196.6,197.33,195.52,195.95,59160771
GOOGL,2026-07-14,193.2,194.97,192.74,194.26,39136777
GOOGL,2026-07-15,199.34,200.22,197.11,199.06,45920794
GOOGL,2026-07-16,198.6,199.06,196.17,198.2,37880720
GOOGL,2026-07-17,197.4,197.78,195.77,196.92,35360184
GOOGL,2026-07-20,198.06,199.28,196.84,197.61,31695440
GOOGL,2026-07-21,199.96,202.14,197.38,199.23,34315777
GOOGL,2026-07-22,200.35,201.97,199.47,199.87,44588054
GOOGL,2026-07-23,203.04,205.34,202.72,203.29,43240163
GOOGL,2026-07-24,203.28,204.28,202.65,203.02,67208792
GOOGL,2026-07-27,205.45,205.59,202.27,204.69,59966904
GOOGL,2026-07-28,204.52,205.04,202.58,203.99,26191921
GOOGL,2026-07-29,204.91,205.33,204.3,205.22,36569589
GOOGL,2026-07-30,210.54,211.71,208.88,210.98,22647855
GOOGL,2026-07-31,213.22,214.41,212.48,214.09,63701805
GOOGL,2026-08-03,219.78,220.84,218.76,219.69,48679512
GOOGL,2026-08-04,217.23,218.06,215.75,216.75,68343839
GOOGL,2026-08-05,217.67,218.65,216.88,217.63,43902777
GOOGL,2026-08-06,219.25,221.14,217.45,219.41,52543343
GOOGL,2026-08-07,223.41,225.32,223.07,224.04,41148123
GOOGL,2026-08-10,231.74,233.92,229.93,231.45,54875721
GOOGL,2026-08-11,230.67,231.43,230.08,230.95,22510681
GOOGL,2026-08-12,229.08,231.05,228.42,229.58,53592903
GOOGL,2026-08-13,226.85,228.17,226.74,227.31,20421521
GOOGL,2026-08-14,226.56,227.94,225.53,226.37,71246454
GOOGL,2026-08-17,223.19,225.07,222.9,223.93,38987272
GOOGL,2026-08-18,228.06,230.03,227.31,227.66,35110233
GOOGL,2026-08-19,227.7,228.64,226.07,227.84,59271795
GOOGL,2026-08-20,223.76,225.95,222.45,222.55,55002075
GOOGL,2026-08-21,225.38,225.81,224.67,225.65,57762445
GOOGL,2026-08-24,224.6,225.17,223.74,224.86,61314792
GOOGL,2026-08-25,221.48,222.43,220.4,221.96,56771495
GOOGL,2026-08-26,217.37,219.87,215.36,218.44,53691540
GOOGL,2026-08-27,223.79,224.21,220.69,223.17,23654411
GOOGL,2026-08-28,219.38,219.83,218.83,219.46,51745993
GOOGL,2026-08-31,219.51,220.58,219.07,219.92,60104541
GOOGL,2026-09-01,223.07,224.87,222.34,223.23,36847242
GOOGL,2026-09-02,224.64,226.85,222.5,224.77,67165928
GOOGL,2026-09-03,224.57,225.24,223.41,224.43,58807222
GOOGL,2026-09-04,226.98,227.76,225.9,227.28,27842677
GOOGL,2026-09-07,225.72,227.22,224.85,226.34,38733229
GOOGL,2026-09-08,229.0,229.52,228.19,229.1,53317858
GOOGL,2026-09-09,224.84,227.05,224.34,224.97,46707433
GOOGL,2026-09-10,223.09,224.11,222.62,223.09,22144780
GOOGL,2026-09-11,222.27,223.92,221.61,222.9,35908462
GOOGL,2026-09-14,220.7,224.46,219.75,221.78,68862201
GOOGL,2026-09-15,225.16,228.65,223.94,225.79,41203154
GOOGL,2026-09-16,227.22,227.56,226.18,227.15,49793764
GOOGL,2026-09-17,229.07,230.0,228.62,229.44,23170617
GOOGL,2026-09-18,230.89,232.91,229.91,231.28,39100237
AMZN,2026-03-23,172.53,173.6,171.38,172.27,74661661
AMZN,2026-03-24,173.35,175.12,171.05,172.98,31072165
AMZN,2026-03-25,171.95,172.52,169.78,171.86,70020003
AMZN,2026-03-26,171.76,174.11,171.23,171.67,63478038
AMZN,2026-03-27,173.09,174.71,172.11,172.45,45447158
AMZN,2026-03-30,171.59,174.47,169.63,171.65,40643144
AMZN,2026-03-31,169.08,170.87,167.66,169.4,51750346
AMZN,2026-04-01,169.27,170.55,165.32,167.82,62049028
AMZN,2026-04-02,168.7,170.64,167.97,169.31,66583286
AMZN,2026-04-03,168.28,172.34,166.85,169.62,48073786
AMZN,2026-04-06,171.34,172.19,170.49,171.37,58089283
AMZN,2026-04-07,171.68,172.52,170.54,171.96,35331792
AMZN,2026-04-08,173.65,175.82,172.18,174.5,60726187
AMZN,2026-04-09,176.29,177.4,174.97,175.93,62136376
AMZN,2026-04-10,176.93,177.14,176.34,176.95,42390856
AMZN,2026-04-13,179.69,180.1,178.66,179.88,72122841
AMZN,2026-04-14,174.86,175.89,173.93,174.86,22762430
AMZN,2026-04-15,175.38,175.95,175.01,175.5,35455247
AMZN,2026-04-16,177.73,178.26,176.54,177.78,73843961
AMZN,2026-04-17,177.0,178.96,176.61,177.35,68876249
AMZN,2026-04-20,169.7,169.96,167.74,169.4,33306242
AMZN,2026-04-21,170.82,172.99,168.43,169.96,48609344
AMZN,2026-04-22,171.03,171.59,170.72,171.04,54625673
AMZN,2026-04-23,170.12,170.58,169.72,169.82,48112102
AMZN,2026-04-24,167.61,169.87,165.4,169.07,37394858
AMZN,2026-04-27,169.36,169.98,168.23,169.55,37234135
AMZN,2026-04-28,171.14,171.98,168.32,170.3,24910923
AMZN,2026-04-29,170.86,171.95,169.17,170.88,58712140
AMZN,2026-04-30,174.28,177.35,171.14,173.44,36392871
AMZN,2026-05-01,177.12,178.01,176.58,176.74,39802775
AMZN,2026-05-04,176.75,177.34,175.93,176.83,40339729
AMZN,2026-05-05,178.84,179.4,177.5,178.52,66769140
AMZN,2026-05-06,181.08,181.62,178.79,180.27,53426366
AMZN,2026-05-07,176.65,178.46,175.33,177.28,37359503
AMZN,2026-05-08,173.4,176.59,172.56,174.21,40228229
AMZN,2026-05-11,178.11,179.27,177.71,178.59,65951412
AMZN,2026-05-12,177.85,179.27,176.51,178.06,20545810
AMZN,2026-05-13,176.48,177.63,174.03,175.5,37152512
AMZN,2026-05-14,178.54,178.91,177.33,177.47,62358701
AMZN,2026-05-15,178.38,180.31,178.23,179.47,36131973
AMZN,2026-05-18,179.59,179.93,178.96,179.83,55555230
AMZN,2026-05-19,185.23,185.4,181.18,184.1,63075912
